"","occupation","y1619","y2024","y2534","y3544","y4554","y5564","y65plus","medianage","totalemp","womenpct","whitepct","blackpct","asianpct","hispanicpct","totalempfull","medianwagefull","soccode","soctitle","isco","iscotitle","Title","description_1d","description_4d","mean_score","mean_exposure_level","SD","potential","plus55pct","mean_score100","highexposure"
"96","Web and digital interface designers",0,3,34,32,14,10,2,39.3,96,47.5,81.6,5.8,12.6,6.4,55,1883,NA,NA,3514,NA,"Web Technicians","Technicians and associate professionals","Web technicians",0.42,"Low",0.16,"Other occupations",12.6315789473684,42,0
"97","Computer support specialists",1,47,160,175,121,97,32,41.7,633,26.9,67.4,13.7,15.1,8.5,585,1465,NA,NA,3512,NA,"Information and Communications Technology User Support Technicians","Technicians and associate professionals","Information and communications technology user support technicians",0.46,"Low",0.21,"Other occupations",20.3791469194313,46,0
"98","Database administrators and architects",1,4,50,38,30,21,4,40.8,148,28.9,65.9,6.8,26.8,3.4,136,2492,NA,NA,2521,NA,"Database Designers and Administrators","Professionals","Database designers and administrators",0.38,"Low",0.12,"Other occupations",16.8918918918919,38,0
"99","Network and computer systems administrators",0,7,26,42,38,37,5,45.4,154,17.1,77.8,8.2,9.8,15.3,163,1485,"15-1142","Network and Computer Systems Administrators",2522,"Systems administrators","Systems Aministrators","Professionals","Systems administrators",0.43,"Low",0.22,"Other occupations",27.0967741935484,43,0
"100","Network and computer systems administrators",0,7,26,42,38,37,5,45.4,154,17.1,77.8,8.2,9.8,15.3,163,1485,"15-1142","Network and Computer Systems Administrators",3514,"Web technicians","Web Technicians","Technicians and associate professionals","Web technicians",0.42,"Low",0.16,"Other occupations",27.0967741935484,42,0
"101","Computer network architects",0,2,20,51,43,17,6,45.1,139,7.1,64.6,14.3,19.5,8.5,140,2104,"15-1143","Computer Network Architects",2523,"Computer network professionals","Computer Network Professionals","Professionals","Computer network professionals",0.39,"Low",0.16,"Augmentation potential",16.5467625899281,39,0
"102","Actuaries",0,4,15,10,3,3,2,NA,36,NA,NA,NA,NA,NA,35,NA,"15-2011","Actuaries",2120,"Mathematicians, actuaries and statisticians","Mathematicians, Actuaries and Statisticians,","Professionals","Mathematicians, actuaries and statisticians",0.5,"Low",0.15,"Other occupations",13.5135135135135,50,0
"103","Mathematicians",0,0,1,1,2,0,1,NA,5,NA,NA,NA,NA,NA,5,NA,"15-2021","Mathematicians",2120,"Mathematicians, actuaries and statisticians","Mathematicians, Actuaries and Statisticians,","Professionals","Mathematicians, actuaries and statisticians",0.5,"Low",0.15,"Other occupations",20,50,0
"104","Operations research analysts",2,5,39,54,39,30,8,42.9,176,48.6,69.6,10.7,14.9,10.2,164,1609,"15-2031","Operations Research Analysts",2120,"Mathematicians, actuaries and statisticians","Mathematicians, Actuaries and Statisticians,","Professionals","Mathematicians, actuaries and statisticians",0.5,"Low",0.15,"Other occupations",21.4689265536723,50,0
"105","Statisticians",0,4,21,20,14,11,0,40.7,70,41.1,73.9,10.9,13.3,4.5,70,2096,"15-2041","Statisticians",2120,"Mathematicians, actuaries and statisticians","Mathematicians, Actuaries and Statisticians,","Professionals","Mathematicians, actuaries and statisticians",0.5,"Low",0.15,"Other occupations",15.7142857142857,50,0
"106","Architects, except landscape and naval",0,7,49,42,51,38,22,45.6,209,27.4,79.2,6,9.6,10.4,162,1954,"17-1011","Architects, Except Landscape and Naval",2161,"Building architects","Building Architects","Professionals","Building architects",0.39,"Low",0.22,"Augmentation potential",28.7081339712919,39,0
"107","Landscape architects",0,1,5,6,4,1,1,NA,18,NA,NA,NA,NA,NA,10,NA,"17-1012","Landscape Architects",2162,"Landscape architects","Landscape Architects","Professionals","Landscape architects",0.38,"Low",0.14,"Augmentation potential",11.1111111111111,38,0
"108","Surveyors, cartographers, and photogrammetrists",0,2,8,16,7,10,4,NA,48,NA,NA,NA,NA,NA,37,NA,NA,NA,2165,NA,"Cartographers and Surveyors","Professionals","Cartographers and surveyors",0.38,"Low",0.17,"Augmentation potential",29.7872340425532,38,0
"109","Aerospace engineers",0,14,56,39,32,27,14,41.5,182,10.5,78.1,9.4,9.5,5.2,187,2303,"17-2011","Aerospace Engineers",2144,"Mechanical engineers","Mechanical Engineers","Professionals","Mechanical engineers",0.31,"Low",0.06,"Other occupations",22.5274725274725,31,0
"110","Agricultural engineers",0,0,1,1,0,0,0,NA,2,NA,NA,NA,NA,NA,2,NA,"17-2021","Agricultural Engineers",2144,"Mechanical engineers","Mechanical Engineers","Professionals","Mechanical engineers",0.31,"Low",0.06,"Other occupations",0,31,0
"111","Bioengineers and biomedical engineers",0,0,12,4,6,2,0,NA,25,NA,NA,NA,NA,NA,19,NA,NA,NA,2149,NA,"Engineering Professionals Not Elsewhere Classified","Professionals","Engineering professionals not elsewhere classified",0.22,"Very low",0.08,"Other occupations",8.33333333333333,22,0
"112","Chemical engineers",0,5,27,15,11,18,2,39.8,79,20.8,83.2,2,12,4.6,72,2005,"17-2041","Chemical Engineers",2145,"Chemical engineers","Chemical Engineers","Professionals","Chemical engineers",0.31,"Low",0.18,"Other occupations",25.6410256410256,31,0
"113","Civil engineers",1,51,145,113,89,96,28,41.5,523,17.2,79.7,7.1,10.4,13,471,1850,"17-2051","Civil Engineers",2142,"Civil engineers","Civil Engineers","Professionals","Civil engineers",0.34,"Low",0.04,"Other occupations",23.7093690248566,34,0
"114","Computer hardware engineers",0,5,25,21,12,19,4,42.7,85,14.3,60.2,6.7,30.3,8.8,79,2287,"17-2061","Computer Hardware Engineers",2152,"Electronics engineers","Electronics Engineers","Professionals","Electronics engineers",0.29,"Low",0.04,"Other occupations",26.7441860465116,29,0
"115","Electrical and electronics engineers",0,14,70,59,63,40,20,42.9,266,12.7,68.6,5.8,24.3,9.2,266,2179,NA,NA,2151,NA,"Electrical Engineers","Professionals","Electrical engineers",0.33,"Low",0.15,"Other occupations",22.5563909774436,33,0
"116","Environmental engineers",0,3,7,11,1,8,3,NA,33,NA,NA,NA,NA,NA,33,NA,"17-2081","Environmental Engineers",2143,"Environmental engineers","Environmental Engineers","Professionals","Environmental engineers",0.32,"Low",0.17,"Other occupations",33.3333333333333,32,0
"117","Industrial engineers, including health and safety",1,16,87,62,45,49,9,40.3,268,24.1,73.2,6.7,17,11.8,258,1878,NA,NA,2141,NA,"Industrial and Production Engineers","Professionals","Industrial and production engineers",0.32,"Low",0.12,"Other occupations",21.5613382899628,32,0
"118","Marine engineers and naval architects",0,5,3,2,5,4,0,NA,20,NA,NA,NA,NA,NA,22,NA,"17-2121","Marine Engineers and Naval Architects",2144,"Mechanical engineers","Mechanical Engineers","Professionals","Mechanical engineers",0.31,"Low",0.06,"Other occupations",21.0526315789474,31,0
"119","Materials engineers",0,3,10,16,7,9,3,NA,48,NA,NA,NA,NA,NA,39,NA,"17-2131","Materials Engineers",2146,"Mining engineers, metallurgists and related professionals","Mining Engineers, Metallurgists and Related Professionals","Professionals","Mining engineers, metallurgists and related professionals",0.27,"Low",0.06,"Other occupations",25,27,0
"120","Materials engineers",0,3,10,16,7,9,3,NA,48,NA,NA,NA,NA,NA,39,NA,"17-2131","Materials Engineers",2149,"Engineering professionals not elsewhere classified","Engineering Professionals Not Elsewhere Classified","Professionals","Engineering professionals not elsewhere classified",0.22,"Very low",0.08,"Other occupations",25,22,0
"121","Mechanical engineers",1,23,128,84,73,61,20,40.4,389,11.4,80.9,7,9.8,7.1,370,2009,"17-2141","Mechanical Engineers",2144,"Mechanical engineers","Mechanical Engineers","Professionals","Mechanical engineers",0.31,"Low",0.06,"Other occupations",20.7692307692308,31,0
"122","Mining and geological engineers, including mining safety engineers",0,1,3,3,0,0,0,NA,7,NA,NA,NA,NA,NA,5,NA,"17-2151","Mining and Geological Engineers, Including Mining Safety Engineers",2146,"Mining engineers, metallurgists and related professionals","Mining Engineers, Metallurgists and Related Professionals","Professionals","Mining engineers, metallurgists and related professionals",0.27,"Low",0.06,"Other occupations",0,27,0
"123","Nuclear engineers",0,0,2,2,0,1,2,NA,7,NA,NA,NA,NA,NA,8,NA,"17-2161","Nuclear Engineers",2149,"Engineering professionals not elsewhere classified","Engineering Professionals Not Elsewhere Classified","Professionals","Engineering professionals not elsewhere classified",0.22,"Very low",0.08,"Other occupations",42.8571428571429,22,0
"124","Petroleum engineers",0,0,5,10,3,2,3,NA,23,NA,NA,NA,NA,NA,22,NA,"17-2171","Petroleum Engineers",2146,"Mining engineers, metallurgists and related professionals","Mining Engineers, Metallurgists and Related Professionals","Professionals","Mining engineers, metallurgists and related professionals",0.27,"Low",0.06,"Other occupations",21.7391304347826,27,0
"125","Engineers, all other",2,33,209,146,143,121,42,42.2,697,15.9,72.4,7.2,18.3,8.9,668,1944,"17-2199","Engineers, All Other",2149,"Engineering professionals not elsewhere classified","Engineering Professionals Not Elsewhere Classified","Professionals","Engineering professionals not elsewhere classified",0.22,"Very low",0.08,"Other occupations",23.4195402298851,22,0
"126","Architectural and civil drafters",0,3,7,10,5,8,6,NA,38,NA,NA,NA,NA,NA,38,NA,"17-3011","Architectural and Civil Drafters",3118,"Draughtspersons","Draughtspersons","Technicians and associate professionals","Draughtspersons",0.44,"Low",0.16,"Other occupations",35.8974358974359,44,0
"127","Other drafters",1,6,19,27,20,13,6,42.1,92,20.7,90,2,6.8,13.7,71,1353,NA,NA,3118,NA,"Draughtspersons","Technicians and associate professionals","Draughtspersons",0.44,"Low",0.16,"Other occupations",20.6521739130435,44,0
"128","Electrical and electronic engineering technologists and technicians",2,3,17,24,19,14,7,43.9,85,3.4,76.6,15.2,5.7,17.9,86,1437,NA,NA,3113,NA,"Electrical Engineering Technicians","Technicians and associate professionals","Electrical engineering technicians",0.27,"Low",0.14,"Other occupations",24.4186046511628,27,0
"129","Other engineering technologists and technicians, except drafters",6,28,71,73,67,91,19,45.2,355,21.3,76.5,12.7,6.1,16.8,339,1278,NA,NA,3115,NA,"Mechanical Engineering Technicians","Technicians and associate professionals","Mechanical engineering technicians",0.34,"Low",0.14,"Other occupations",30.9859154929577,34,0
"130","Surveying and mapping technicians",4,4,19,11,8,5,3,37.4,53,22.1,89.5,3.7,5.1,9.2,39,NA,"17-3031","Surveying and Mapping Technicians",3112,"Civil engineering technicians","Civil Engineering Technicians","Technicians and associate professionals","Civil engineering technicians",0.31,"Low",0.12,"Other occupations",14.8148148148148,31,0
"131","Agricultural and food scientists",0,1,9,5,7,0,1,NA,23,NA,NA,NA,NA,NA,26,NA,NA,NA,3142,NA,"Agricultural Technicians","Technicians and associate professionals","Agricultural technicians",0.27,"Low",0.16,"Other occupations",4.34782608695652,27,0
"132","Biological scientists",0,7,38,22,19,9,10,39,105,54.7,80.8,3.3,10.7,5.4,92,1493,NA,NA,2131,NA,"Biologists, Botanists, Zoologists and Related Professionals","Professionals","Biologists, botanists, zoologists and related professionals",0.35,"Low",0.21,"Augmentation potential",18.0952380952381,35,0
"133","Conservation scientists and foresters",0,3,4,4,6,6,2,NA,24,NA,NA,NA,NA,NA,20,NA,NA,NA,2131,NA,"Biologists, Botanists, Zoologists and Related Professionals","Professionals","Biologists, botanists, zoologists and related professionals",0.35,"Low",0.21,"Augmentation potential",32,35,0
"134","Medical scientists",0,1,41,46,15,18,7,41.5,127,54,55.3,10,30.3,10.3,125,1901,NA,NA,2131,NA,"Biologists, Botanists, Zoologists and Related Professionals","Professionals","Biologists, botanists, zoologists and related professionals",0.35,"Low",0.21,"Augmentation potential",19.53125,35,0
"135","Life scientists, all other",0,1,1,3,1,0,0,NA,6,NA,NA,NA,NA,NA,4,NA,"19-1099","Life Scientists, All Other",2131,"Biologists, botanists, zoologists and related professionals","Biologists, Botanists, Zoologists and Related Professionals","Professionals","Biologists, botanists, zoologists and related professionals",0.35,"Low",0.21,"Augmentation potential",0,35,0
"136","Astronomers and physicists",0,2,5,5,5,3,3,NA,23,NA,NA,NA,NA,NA,18,NA,NA,NA,2111,NA,"Physicists and Astronomers","Professionals","Physicists and astronomers",0.35,"Low",0.18,"Augmentation potential",26.0869565217391,35,0
"137","Atmospheric and space scientists",0,0,3,2,1,0,1,NA,8,NA,NA,NA,NA,NA,5,NA,"19-2021","Atmospheric and Space Scientists",2112,"Meteorologists","Meteorologists","Professionals","Meteorologists",0.44,"Low",0.23,"Other occupations",14.2857142857143,44,0
"138","Chemists and materials scientists",0,4,25,17,25,8,7,43.6,87,46.3,74.8,7,16.6,11.4,83,2093,NA,NA,2113,NA,"Chemists","Professionals","Chemists",0.32,"Low",0.16,"Other occupations",17.4418604651163,32,0
"139","Environmental scientists and specialists, including health",0,4,20,10,5,10,1,38.5,51,54.7,79,0,7.9,10.3,43,NA,"19-2041","Environmental Scientists and Specialists, Including Health",2133,"Environmental protection professionals","Environmental Protection Professionals","Professionals","Environmental protection professionals",0.36,"Low",0.11,"Other occupations",22,36,0
"140","Geoscientists and hydrologists, except geographers",0,0,10,14,2,4,6,NA,37,NA,NA,NA,NA,NA,25,NA,NA,NA,2114,NA,"Geologists and geophysicists","Professionals","Geologists and geophysicists",0.32,"Low",0.13,"Other occupations",27.7777777777778,32,0
"141","Physical scientists, all other",0,25,178,134,71,44,22,39.2,474,46.9,62.4,7.6,26.6,7.4,432,1804,"19-2099","Physical Scientists, All Other",211,"Physical and earth science professionals",NA,NA,NA,NA,NA,NA,NA,13.9240506329114,NA,0
"142","Economists",0,0,10,6,5,2,3,NA,28,NA,NA,NA,NA,NA,30,NA,"19-3011","Economists",2631,"Economists","Economists","Professionals","Economists",0.54,"Medium",0.13,"Other occupations",19.2307692307692,54,1
"143","Survey researchers",0,0,0,0,0,1,0,NA,1,NA,NA,NA,NA,NA,1,NA,"19-3022","Survey Researchers",2120,"Mathematicians, actuaries and statisticians","Mathematicians, Actuaries and Statisticians,","Professionals","Mathematicians, actuaries and statisticians",0.5,"Low",0.15,"Other occupations",100,50,0
"144","Clinical and counseling psychologists",0,0,2,5,6,1,2,NA,16,NA,NA,NA,NA,NA,8,NA,NA,NA,2634,NA,"Psychologists","Professionals","Psychologists",0.41,"Low",0.15,"Other occupations",18.75,41,0
